Дата операции;Дата платежа;Номер карты;Статус;Сумма операции;Валюта операции;Сумма платежа;Валюта платежа;Кэшбэк;Категория;MCC;Описание;Бонусы (включая кэшбэк);Округление на инвесткопилку;Сумма операции с округлением
05.06.2022 19:36;05.06.2022;;OK;-5000;RUB;-5000;RUB;;Переводы;;Перевод между счетами;0;0;5000
05.06.2022 16:15;05.06.2022;*8125;OK;-341;RUB;-341;RUB;1;Супермаркеты;5499;Produkty;1;0;341
05.06.2022 14:06;06.06.2022;*8125;OK;-1443,4;RUB;-1443,4;RUB;7;Топливо;5541;Яндекс.Заправки;7;0;1443,4
05.06.2022 11:14;05.06.2022;;OK;-1000;RUB;-1000;RUB;;Переводы;;Владислав Г.;0;0;1000
05.06.2022 11:11;05.06.2022;;OK;-600;RUB;-600;RUB;;Переводы;;Владислав Г.;0;0;600
04.06.2022 20:48;04.06.2022;*8125;OK;-183,96;RUB;-183,96;RUB;;Супермаркеты;5411;Верный;0;0;183,96
04.06.2022 13:25;06.06.2022;*8125;OK;-1521;RUB;-1521;RUB;7;Топливо;5541;Яндекс.Заправки;7;0;1521
03.06.2022 11:16;03.06.2022;*8125;OK;-8389;RUB;-8389;RUB;41;Различные товары;5311;Яндекс.Маркет;41;0;8389
03.06.2022 11:14;03.06.2022;;OK;10000;RUB;10000;RUB;;Переводы;;Перевод между счетами;0;0;10000
03.06.2022 11:14;03.06.2022;;OK;-10000;RUB;-10000;RUB;;Переводы;;Перевод между счетами;0;0;10000
03.06.2022 10:21;03.06.2022;;OK;-10570;RUB;-10570;RUB;;Переводы;;Дарья Ю.;0;0;10570
03.06.2022 10:20;03.06.2022;;OK;10000;RUB;10000;RUB;;Переводы;;Перевод между счетами;0;0;10000
03.06.2022 10:20;03.06.2022;;OK;-10000;RUB;-10000;RUB;;Переводы;;Перевод между счетами;0;0;10000
03.06.2022 10:06;03.06.2022;*8125;OK;-95;RUB;-95;RUB;;Фастфуд;5814;Ля Фантази;0;0;95
03.06.2022 9:58;03.06.2022;*8125;OK;-499,59;RUB;-499,59;RUB;2;Супермаркеты;5411;SPAR;2;0;499,59
02.06.2022 22:05;03.06.2022;;OK;5000;RUB;5000;RUB;;Переводы;;Перевод между счетами;0;0;5000
02.06.2022 22:05;03.06.2022;;OK;-5000;RUB;-5000;RUB;;Переводы;;Перевод между счетами;0;0;5000
02.06.2022 22:04;03.06.2022;*8125;OK;-3180;RUB;-3180;RUB;31;Рестораны;5813;Intelligentsia;31;0;3180
02.06.2022 13:06;02.06.2022;*8125;OK;-390;RUB;-390;RUB;3;Фастфуд;5814;Com 1989;3;0;390
02.06.2022 10:34;02.06.2022;;OK;600;RUB;600;RUB;;Пополнения;6012;Перевод с карты;0;0;600
02.06.2022 9:52;02.06.2022;*8125;OK;-320;RUB;-320;RUB;;Фастфуд;5814;Ля Фантази;0;0;320
02.06.2022 9:11;03.06.2022;*8125;OK;-50;RUB;-50;RUB;;Местный транспорт;4111;Тройка;0;0;50
01.06.2022 20:09;01.06.2022;;OK;-1413;RUB;-1413;RUB;;Переводы;;Дмитрий Г.;0;0;1413
01.06.2022 14:56;01.06.2022;*8125;OK;-422,93;RUB;-422,93;RUB;;Супермаркеты;5411;Magazin 379;0;0;422,93
01.06.2022 10:01;01.06.2022;*8125;OK;-191,22;RUB;-191,22;RUB;;Фастфуд;5814;Ля Фантази;0;0;191,22
01.06.2022 0:24;01.06.2022;;OK;-250;RUB;-250;RUB;;Другое;;Штрафы ГИБДД;0;0;250
31.05.2022 22:36;01.06.2022;;OK;-309;RUB;-309;RUB;;Переводы;;Дмитрий Г.;0;0;309
31.05.2022 21:41;31.05.2022;*8125;OK;-431,49;RUB;-431,49;RUB;2;Супермаркеты;5411;Полярная Звезда;2;0;431,49
31.05.2022 20:00;31.05.2022;;OK;-395;RUB;-395;RUB;;Переводы;;Дмитрий Г.;0;0;395
31.05.2022 17:53;31.05.2022;*8125;OK;-505;RUB;-505;RUB;2;Аптеки;5912;Mikromarket;2;0;505
31.05.2022 11:16;31.05.2022;*8125;OK;1900;RUB;1900;RUB;;Переводы;;Дарья Ю.;0;0;1900
31.05.2022 11:10;31.05.2022;*8125;OK;-1844,2;RUB;-1844,2;RUB;9;Различные товары;5399;Aliexpress.com;9;0;1844,2
31.05.2022 10:06;31.05.2022;*8125;OK;-286,74;RUB;-286,74;RUB;2;Фастфуд;5814;Ля Фантази;2;0;286,74
31.05.2022 9:44;31.05.2022;*8125;OK;-1150;RUB;-1150;RUB;11;Сервис;7216;Malomoskovskaya, 20, 1;11;0;1150
30.05.2022 22:40;31.05.2022;*8125;OK;-786;RUB;-786;RUB;7;Фастфуд;5814;Soldatskaya 6a;7;0;786
30.05.2022 13:22;30.05.2022;*8125;OK;-467,84;RUB;-467,84;RUB;2;Супермаркеты;5411;Magazin 379;2;0;467,84
30.05.2022 10:49;30.05.2022;;OK;-300;RUB;-300;RUB;;Переводы;;Татьяна А.;0;0;300
30.05.2022 9:43;30.05.2022;*8125;OK;-95;RUB;-95;RUB;;Фастфуд;5814;Ля Фантази;0;0;95
29.05.2022 23:22;30.05.2022;*8125;OK;-1393,99;RUB;-1393,99;RUB;6;Супермаркеты;5411;Полярная Звезда;6;0;1393,99
29.05.2022 22:38;30.05.2022;;OK;20000;RUB;20000;RUB;;Пополнения;;Перевод с карты;0;0;20000
29.05.2022 20:51;30.05.2022;*8125;OK;-1367,34;RUB;-1367,34;RUB;6;Топливо;5541;Яндекс.Заправки;6;0;1367,34
28.05.2022 18:54;28.05.2022;*8125;OK;-48;RUB;-48;RUB;;Супермаркеты;5499;Produkty;0;0;48
27.05.2022 21:40;27.05.2022;*8125;OK;800;RUB;800;RUB;;Переводы;;Дарья Ю.;0;0;800
27.05.2022 21:31;27.05.2022;*8125;OK;-1602,15;RUB;-1602,15;RUB;8;Супермаркеты;5411;Да!;8;0;1602,15
27.05.2022 21:12;27.05.2022;;OK;7500;RUB;7500;RUB;;Пополнения;6012;Перевод с карты;0;0;7500
27.05.2022 17:01;27.05.2022;*8125;OK;-1489;RUB;-1489;RUB;7;Косметика;5977;Золотое яблоко;7;0;1489
27.05.2022 14:59;27.05.2022;*8125;OK;-306,08;RUB;-306,08;RUB;3;Фастфуд;5814;Ля Фантази;3;0;306,08
27.05.2022 0:30;27.05.2022;;OK;1609,61;RUB;1609,61;RUB;;Пополнения;6012;Перевод с карты;0;0;1609,61
26.05.2022 21:20;27.05.2022;*8125;OK;700;RUB;700;RUB;;Пополнения;6012;Avito;0;0;700
26.05.2022 20:48;26.05.2022;*8125;OK;-1246;RUB;-1246;RUB;12;Фастфуд;5814;Taco Time;12;0;1246
26.05.2022 13:59;26.05.2022;*8125;OK;-326,34;RUB;-326,34;RUB;1;Супермаркеты;5411;Magazin 379;1;0;326,34
26.05.2022 10:10;26.05.2022;*8125;OK;-252,6;RUB;-252,6;RUB;2;Фастфуд;5814;Ля Фантази;2;0;252,6
25.05.2022 23:45;25.05.2022;;OK;-99;RUB;-99;RUB;;Услуги банка;;Плата за обслуживание;0;0;99
25.05.2022 23:29;25.05.2022;;OK;-59;RUB;-59;RUB;;Услуги банка;;Плата за оповещения об операциях;0;0;59
25.05.2022 23:09;25.05.2022;;OK;567;RUB;567;RUB;;Бонусы;;Кэшбэк за обычные покупки;0;0;567
25.05.2022 22:38;25.05.2022;;OK;38,29;RUB;38,29;RUB;;Бонусы;;Проценты на остаток;0;0;38,29
25.05.2022 21:03;25.05.2022;*8125;OK;-967;RUB;-967;RUB;9;Фастфуд;5814;Taco Time;9;0;967
25.05.2022 20:27;26.05.2022;*8125;OK;-1580,7;RUB;-1580,7;RUB;7;Топливо;5541;Яндекс.Заправки;7;0;1580,7
25.05.2022 14:41;25.05.2022;*8125;OK;-378,61;RUB;-378,61;RUB;1;Супермаркеты;5411;SPAR;1;0;378,61
25.05.2022 12:01;25.05.2022;;OK;-296;RUB;-296;RUB;;Переводы;;Дмитрий Г.;0;0;296
24.05.2022 21:12;24.05.2022;*8125;OK;-846;RUB;-846;RUB;8;Фастфуд;5814;KFC;8;0;846
24.05.2022 13:00;24.05.2022;*8125;OK;-249;RUB;-249;RUB;1;Супермаркеты;5411;Magazin 379;1;0;249
24.05.2022 12:22;24.05.2022;*8125;OK;-1780,76;RUB;-1780,76;RUB;8;Различные товары;5399;Aliexpress.com;8;0;1780,76
24.05.2022 12:18;24.05.2022;*8125;OK;-2750;RUB;-2750;RUB;13;Различные товары;5399;Aliexpress.com;13;0;2750
24.05.2022 10:11;24.05.2022;*8125;OK;4000;RUB;4000;RUB;;Переводы;;Дарья Ю.;0;0;4000
24.05.2022 9:50;24.05.2022;*8125;OK;-196,52;RUB;-196,52;RUB;1;Фастфуд;5814;Ля Фантази;1;0;196,52
24.05.2022 1:38;24.05.2022;;OK;-3548;RUB;-3548;RUB;;Переводы;;Дмитрий Г.;0;0;3548
23.05.2022 14:33;23.05.2022;*8125;OK;-620,37;RUB;-620,37;RUB;3;Супермаркеты;5411;SPAR;3;0;620,37
23.05.2022 12:57;23.05.2022;*8125;OK;-4704;RUB;-4704;RUB;23;Косметика;5977;Золотое яблоко;23;0;4704
23.05.2022 10:38;23.05.2022;;OK;-300;RUB;-300;RUB;;Переводы;;Маликат Н.;0;0;300
23.05.2022 9:54;23.05.2022;*8125;OK;-195,46;RUB;-195,46;RUB;1;Фастфуд;5814;Ля Фантази;1;0;195,46
22.05.2022 21:39;23.05.2022;*8125;OK;-505;RUB;-505;RUB;2;Супермаркеты;5499;Nagoya;2;0;505
22.05.2022 16:02;22.05.2022;;OK;-1000;RUB;-1000;RUB;;Переводы;;Дарья Ю.;0;0;1000
21.05.2022 20:10;21.05.2022;*8125;OK;-104;RUB;-104;RUB;;Дом и ремонт;5200;Леруа Мерлен;0;0;104
21.05.2022 19:47;21.05.2022;*8125;OK;-5532;RUB;-5532;RUB;27;Дом и ремонт;5200;Леруа Мерлен;27;0;5532
21.05.2022 19:45;21.05.2022;*8125;OK;5750;RUB;5750;RUB;;Переводы;;Дарья Ю.;0;0;5750
21.05.2022 19:04;21.05.2022;*8125;OK;-5750;RUB;-5750;RUB;28;Дом и ремонт;5200;Леруа Мерлен;28;0;5750
21.05.2022 18:02;21.05.2022;*8125;OK;-790;RUB;-790;RUB;7;Фастфуд;5814;Крошка Картошка;7;0;790
21.05.2022 13:03;21.05.2022;;OK;-499;RUB;-499;RUB;;Переводы;;Дмитрий Г.;0;0;499
20.05.2022 21:45;20.05.2022;;OK;-850;RUB;-850;RUB;;Переводы;;Нино Н.;0;0;850
20.05.2022 20:38;20.05.2022;*8125;OK;-1120;RUB;-1120;RUB;5;Кино;7832;Holi;5;0;1120
20.05.2022 10:01;20.05.2022;*8125;OK;-232,5;RUB;-232,5;RUB;2;Фастфуд;5814;Ля Фантази;2;0;232,5
19.05.2022 17:27;19.05.2022;;OK;20000;RUB;20000;RUB;;Переводы;;Перевод между счетами;0;0;20000
19.05.2022 17:27;19.05.2022;;OK;-20000;RUB;-20000;RUB;;Переводы;;Перевод между счетами;0;0;20000
19.05.2022 17:26;19.05.2022;;OK;47018,97;RUB;47018,97;RUB;;Пополнения;6012;Перевод с карты;0;0;47018,97
19.05.2022 10:13;19.05.2022;*8125;OK;-493,9;RUB;-493,9;RUB;4;Фастфуд;5814;Ля Фантази;4;0;493,9
18.05.2022 21:46;19.05.2022;*8125;OK;-2280;RUB;-2280;RUB;11;Супермаркеты;5411;Азбука Вкуса;11;0;2280
18.05.2022 19:45;18.05.2022;*8125;OK;-840;RUB;-840;RUB;4;Электроника и техника;5722;Ситилинк;4;0;840
18.05.2022 9:40;18.05.2022;*8125;OK;-95;RUB;-95;RUB;;Фастфуд;5814;Ля Фантази;0;0;95
17.05.2022 22:12;18.05.2022;*8125;OK;-719,92;RUB;-719,92;RUB;7;Фастфуд;5814;Burger King;7;0;719,92
17.05.2022 21:48;18.05.2022;*8125;OK;-674,77;RUB;-674,77;RUB;3;Супермаркеты;5411;Полярная Звезда;3;0;674,77
17.05.2022 17:24;17.05.2022;;OK;-10;RUB;-10;RUB;;Переводы;;Дмитрий Г.;0;0;10
17.05.2022 15:12;17.05.2022;*8125;OK;-560;RUB;-560;RUB;2;Электроника и техника;5732;Чип и Дип;2;0;560
17.05.2022 14:37;17.05.2022;*8125;OK;-455;RUB;-455;RUB;2;Дом и ремонт;5200;Леруа Мерлен;2;0;455
16.05.2022 23:30;17.05.2022;;OK;-250;RUB;-250;RUB;;Другое;;Штрафы ГИБДД;0;0;250
16.05.2022 21:16;16.05.2022;*8125;OK;-1699,22;RUB;-1699,22;RUB;8;Супермаркеты;5411;Полярная Звезда;8;0;1699,22
16.05.2022 16:20;16.05.2022;;OK;-500;RUB;-500;RUB;;Переводы;;Иван М.;0;0;500
16.05.2022 10:07;16.05.2022;;OK;310,7;RUB;310,7;RUB;;Переводы;;Перевод между счетами;0;0;310,7
16.05.2022 10:07;16.05.2022;;OK;-310,7;RUB;-310,7;RUB;;Переводы;;Перевод между счетами;0;0;310,7
16.05.2022 10:05;16.05.2022;;OK;-250;RUB;-250;RUB;;Другое;;Штрафы ГИБДД;0;0;250
15.05.2022 22:28;15.05.2022;;OK;310,7;RUB;310,7;RUB;;Бонусы;;Проценты на остаток;0;0;310,7
15.05.2022 17:19;15.05.2022;*8125;OK;-2378;RUB;-2378;RUB;11;Супермаркеты;5411;Азбука Вкуса;11;0;2378
15.05.2022 12:46;15.05.2022;*8125;OK;-1031;RUB;-1031;RUB;51;Рестораны;5812;Kafe Kalitki;51;0;1031
15.05.2022 10:51;15.05.2022;;OK;10000;RUB;10000;RUB;;Пополнения;6012;Перевод с карты;0;0;10000
14.05.2022 21:12;15.05.2022;*8125;OK;-1299,75;RUB;-1299,75;RUB;6;Топливо;5541;Яндекс.Заправки;6;0;1299,75
14.05.2022 11:36;14.05.2022;*8125;OK;-628;RUB;-628;RUB;6;Дом и ремонт;5251;Shilobreev Ma;6;0;628
14.05.2022 11:23;14.05.2022;*8125;OK;-839;RUB;-839;RUB;4;Одежда и обувь;5651;Спортмастер;4;0;839
14.05.2022 11:07;14.05.2022;*8125;OK;-25802;RUB;-25802;RUB;129;Медицина;8021;Ulybka;129;0;25802
14.05.2022 9:31;16.05.2022;*8125;OK;-1752,7;RUB;-1752,7;RUB;8;Топливо;5541;Яндекс.Заправки;8;0;1752,7
14.05.2022 8:49;14.05.2022;;OK;-30000;RUB;-30000;RUB;;Переводы;;Перевод между счетами;0;0;30000
14.05.2022 8:49;14.05.2022;;OK;30000;RUB;30000;RUB;;Переводы;;Перевод между счетами;0;0;30000
11.05.2022 12:54;11.05.2022;*8125;OK;29,99;RUB;29,99;RUB;;Топливо;5541;ЛУКОЙЛ;0;0;29,99
11.05.2022 10:59;11.05.2022;;OK;-2000;RUB;-2000;RUB;;Переводы;;Дарья Ю.;0;0;2000
10.05.2022 18:55;10.05.2022;*8125;OK;1430;RUB;1430;RUB;;Переводы;;Дарья Ю.;0;0;1430
10.05.2022 14:24;12.05.2022;*8125;OK;-89;RUB;-89;RUB;;Топливо;5541;IP Novoguslevo;0;0;89
10.05.2022 14:24;11.05.2022;*8125;OK;-1841,35;RUB;-1841,35;RUB;9;Топливо;5541;ЛУКОЙЛ;9;0;1841,35
10.05.2022 13:33;12.05.2022;*8125;OK;-1074;RUB;-1074;RUB;5;Отели;7011;OOO Gostinnyy Dvor;5;0;1074
10.05.2022 12:59;10.05.2022;*8125;OK;1000;RUB;1000;RUB;;Переводы;;Дарья Ю.;0;0;1000
10.05.2022 12:57;12.05.2022;*8125;OK;-2070;RUB;-2070;RUB;10;Отели;7011;OOO Gostinnyy Dvor;10;0;2070
10.05.2022 10:21;10.05.2022;*8125;OK;-650;RUB;-650;RUB;;Связь;4814;МегаФон;0;0;650
09.05.2022 21:59;09.05.2022;*8125;OK;1500;RUB;1500;RUB;;Переводы;;Дарья Ю.;0;0;1500
09.05.2022 21:59;11.05.2022;*8125;OK;-2850;RUB;-2850;RUB;14;Отели;7011;OOO Gostinnyy Dvor;14;0;2850
09.05.2022 15:56;09.05.2022;*8125;OK;-816,38;RUB;-816,38;RUB;4;Супермаркеты;5411;Перекрёсток;4;0;816,38
09.05.2022 12:27;09.05.2022;*8125;OK;970;RUB;970;RUB;;Переводы;;Дарья Ю.;0;0;970
09.05.2022 12:26;11.05.2022;*8125;OK;-1940;RUB;-1940;RUB;9;Отели;7011;OOO Gostinnyy Dvor;9;0;1940
08.05.2022 18:52;08.05.2022;*8125;OK;1150;RUB;1150;RUB;;Переводы;;Дарья Ю.;0;0;1150
08.05.2022 18:51;10.05.2022;*8125;OK;-2300;RUB;-2300;RUB;11;Отели;7011;OOO Gostinnyy Dvor;11;0;2300
08.05.2022 12:42;08.05.2022;*8125;OK;950;RUB;950;RUB;;Переводы;;Дарья Ю.;0;0;950
08.05.2022 12:03;10.05.2022;*8125;OK;-1890;RUB;-1890;RUB;9;Отели;7011;OOO Gostinnyy Dvor;9;0;1890
07.05.2022 22:37;08.05.2022;*8125;OK;800;RUB;800;RUB;;Переводы;;Дарья Ю.;0;0;800
07.05.2022 22:36;08.05.2022;;OK;-1930;RUB;-1930;RUB;;Переводы;;Сохибжон А.;0;0;1930
07.05.2022 15:14;07.05.2022;;OK;18053,78;RUB;18053,78;RUB;;Пополнения;6012;Перевод с карты;0;0;18053,78
07.05.2022 15:13;07.05.2022;;OK;-1600;RUB;-1600;RUB;;Переводы;;Дарья Ю.;0;0;1600
06.05.2022 20:26;06.05.2022;*8125;OK;-197;RUB;-197;RUB;1;Фастфуд;5814;Помпончик;1;0;197
05.05.2022 20:28;05.05.2022;*8125;OK;1500;RUB;1500;RUB;;Переводы;;Дарья Ю.;0;0;1500
05.05.2022 20:28;05.05.2022;*8125;OK;-547,96;RUB;-547,96;RUB;2;Супермаркеты;5411;Лента;2;0;547,96
05.05.2022 20:14;05.05.2022;*8125;OK;-986,38;RUB;-986,38;RUB;4;Супермаркеты;5411;АТАК Супермаркеты;4;0;986,38
05.05.2022 19:47;07.05.2022;*8125;OK;-1743;RUB;-1743;RUB;8;Топливо;5541;AZS Etk;8;0;1743
04.05.2022 19:41;04.05.2022;*8125;OK;3300;RUB;3300;RUB;;Переводы;;Дарья Ю.;0;0;3300
04.05.2022 14:58;04.05.2022;*8125;OK;-3533;RUB;-3533;RUB;17;Дом и ремонт;5200;Magazin Svet;17;0;3533
03.05.2022 23:56;04.05.2022;*8125;OK;1200;RUB;1200;RUB;;Переводы;;Дарья Ю.;0;0;1200
03.05.2022 19:33;03.05.2022;*8125;OK;-2419,8;RUB;-2419,8;RUB;12;Супермаркеты;5411;Лента;12;0;2419,8
03.05.2022 18:54;03.05.2022;*9698;OK;-399;RUB;-399;RUB;1;Одежда и обувь;5651;Твое;1;0;399
02.05.2022 19:14;02.05.2022;;OK;-500;RUB;-500;RUB;;Переводы;;Дарья Ю.;0;0;500
02.05.2022 18:19;03.05.2022;*8125;OK;-4499;RUB;-4499;RUB;22;Различные товары;5399;Ozon.ru;22;0;4499
02.05.2022 18:16;02.05.2022;*8125;OK;2500;RUB;2500;RUB;;Переводы;;Дарья Ю.;0;0;2500
02.05.2022 18:14;02.05.2022;*8125;OK;-2060;RUB;-2060;RUB;10;Супермаркеты;5462;Гости;10;0;2060
01.05.2022 21:31;01.05.2022;*8125;OK;800;RUB;800;RUB;;Переводы;;Дарья Ю.;0;0;800
01.05.2022 17:38;01.05.2022;;OK;-3000;RUB;-3000;RUB;;Переводы;;Ольга Г.;0;0;3000
01.05.2022 17:38;01.05.2022;;OK;-45;RUB;-45;RUB;;Услуги банка;;Комиссия за операцию;0;0;45
01.05.2022 17:07;01.05.2022;*8125;OK;-1435,95;RUB;-1435,95;RUB;;Супермаркеты;5411;Полярная Звезда;0;0;1435,95
01.05.2022 17:02;01.05.2022;*8125;OK;12857,14;RUB;12857,14;RUB;;Пополнения;;Дмитрий Г.;0;0;12857,14
01.05.2022 13:26;01.05.2022;*8125;OK;-299;RUB;-299;RUB;;Электроника и техника;5722;DNS;0;0;299
30.04.2022 21:05;01.05.2022;*8125;OK;-249,99;RUB;-249,99;RUB;1;Топливо;5541;AZS N 53 - 2;1;0;249,99
30.04.2022 17:28;30.04.2022;*8125;OK;600;RUB;600;RUB;;Переводы;;Дарья Ю.;0;0;600
30.04.2022 17:10;02.05.2022;*8125;OK;-25;RUB;-25;RUB;;Топливо;5541;Яндекс.Заправки;0;0;25
30.04.2022 17:08;02.05.2022;*8125;OK;-1830,5;RUB;-1830,5;RUB;9;Топливо;5541;Яндекс.Заправки;9;0;1830,5
30.04.2022 17:07;30.04.2022;;OK;3000;RUB;3000;RUB;;Переводы;;Перевод между счетами;0;0;3000
30.04.2022 17:07;30.04.2022;;OK;-3000;RUB;-3000;RUB;;Переводы;;Перевод между счетами;0;0;3000
29.04.2022 14:51;29.04.2022;;OK;-50;RUB;-50;RUB;;Переводы;;Артем П.;0;0;50
29.04.2022 14:19;29.04.2022;*8125;OK;-332;RUB;-332;RUB;1;Супермаркеты;5411;ВкусВилл;1;0;332
29.04.2022 10:04;29.04.2022;*8125;OK;-124,28;RUB;-124,28;RUB;1;Фастфуд;5814;Ля Фантази;1;0;124,28
28.04.2022 20:35;28.04.2022;*8125;OK;-186;RUB;-186;RUB;;Супермаркеты;5411;ВкусВилл;0;0;186
28.04.2022 13:35;28.04.2022;*8125;OK;-317,7;RUB;-317,7;RUB;1;Супермаркеты;5411;ВкусВилл;1;0;317,7
28.04.2022 10:15;28.04.2022;*8125;OK;1600;RUB;1600;RUB;;Пополнения;;Дмитрий Г.;0;0;1600
28.04.2022 9:30;28.04.2022;*8125;OK;-192,28;RUB;-192,28;RUB;1;Фастфуд;5814;Ля Фантази;1;0;192,28
27.04.2022 21:00;27.04.2022;*8125;OK;-85;RUB;-85;RUB;;Супермаркеты;5499;OOO Liliya;0;0;85
27.04.2022 20:19;27.04.2022;;OK;-1600;RUB;-1600;RUB;;Переводы;;Александр К.;0;0;1600
27.04.2022 20:13;27.04.2022;;OK;2000;RUB;2000;RUB;;Переводы;;Перевод между счетами;0;0;2000
27.04.2022 20:13;27.04.2022;;OK;-2000;RUB;-2000;RUB;;Переводы;;Перевод между счетами;0;0;2000
27.04.2022 13:13;27.04.2022;*8125;OK;-596,55;RUB;-596,55;RUB;2;Супермаркеты;5411;SPAR;2;0;596,55
27.04.2022 9:47;27.04.2022;*8125;OK;-258,6;RUB;-258,6;RUB;2;Фастфуд;5814;Ля Фантази;2;0;258,6
26.04.2022 16:03;26.04.2022;*9698;OK;-60;RUB;-60;RUB;;Супермаркеты;5411;ВкусВилл;0;0;60
26.04.2022 16:01;26.04.2022;*8125;OK;-1040;RUB;-1040;RUB;5;Супермаркеты;5411;ВкусВилл;5;0;1040
26.04.2022 9:53;26.04.2022;*8125;OK;-189,1;RUB;-189,1;RUB;1;Фастфуд;5814;Ля Фантази;1;0;189,1
25.04.2022 23:40;25.04.2022;;OK;-99;RUB;-99;RUB;;Услуги банка;;Плата за обслуживание;0;0;99
25.04.2022 23:25;25.04.2022;;OK;-59;RUB;-59;RUB;;Услуги банка;;Плата за оповещения об операциях;0;0;59
25.04.2022 23:04;25.04.2022;;OK;528;RUB;528;RUB;;Бонусы;;Кэшбэк за обычные покупки;0;0;528
25.04.2022 22:35;25.04.2022;;OK;76,52;RUB;76,52;RUB;;Бонусы;;Проценты на остаток;0;0;76,52
25.04.2022 19:39;25.04.2022;*8125;OK;-878;RUB;-878;RUB;8;Супермаркеты;5411;SPAR;8;0;878
25.04.2022 14:01;25.04.2022;*8125;OK;-171;RUB;-171;RUB;1;Супермаркеты;5411;ВкусВилл;1;0;171
25.04.2022 9:52;25.04.2022;*8125;OK;-193,34;RUB;-193,34;RUB;1;Фастфуд;5814;Ля Фантази;1;0;193,34
24.04.2022 22:02;25.04.2022;*8125;OK;300;RUB;300;RUB;;Переводы;;Дарья Ю.;0;0;300
24.04.2022 22:01;25.04.2022;*8125;OK;-282;RUB;-282;RUB;2;Аптеки;5912;Горздрав;2;0;282
24.04.2022 21:55;25.04.2022;*8125;OK;-2116;RUB;-2116;RUB;21;Супермаркеты;5411;ВкусВилл;21;0;2116
24.04.2022 14:07;24.04.2022;*8125;OK;-900;RUB;-900;RUB;9;Красота;7230;Headhunter;9;0;900
24.04.2022 14:07;24.04.2022;;OK;5111,45;RUB;5111,45;RUB;;Переводы;;Перевод между счетами;0;0;5111,45
24.04.2022 14:07;24.04.2022;;OK;-5111,45;RUB;-5111,45;RUB;;Переводы;;Перевод между счетами;0;0;5111,45
23.04.2022 0:17;23.04.2022;*8125;OK;850;RUB;850;RUB;;Переводы;;Дарья Ю.;0;0;850
23.04.2022 0:13;24.04.2022;*8125;OK;-1699,96;RUB;-1699,96;RUB;16;Топливо;5541;Газпромнефть;16;0;1699,96
22.04.2022 23:45;23.04.2022;*8125;OK;-443,88;RUB;-443,88;RUB;4;Супермаркеты;5411;Перекрёсток;4;0;443,88
22.04.2022 22:47;23.04.2022;*8125;OK;-59,88;RUB;-59,88;RUB;;Каршеринг;7512;BelkaCar;0;0;59,88
22.04.2022 22:38;23.04.2022;*8125;OK;-300;RUB;-300;RUB;3;Каршеринг;7512;BelkaCar;3;0;300
22.04.2022 22:07;23.04.2022;*8125;OK;-300;RUB;-300;RUB;3;Каршеринг;7512;BelkaCar;3;0;300
22.04.2022 20:36;23.04.2022;*8125;OK;-390;RUB;-390;RUB;3;Каршеринг;7512;BelkaCar;3;0;390
22.04.2022 13:51;22.04.2022;*8125;OK;-692;RUB;-692;RUB;6;Супермаркеты;5411;Азбука Вкуса;6;0;692
21.04.2022 10:13;21.04.2022;*8125;OK;-285,1;RUB;-285,1;RUB;2;Фастфуд;5814;Ля Фантази;2;0;285,1
20.04.2022 15:37;20.04.2022;*8125;OK;500;RUB;500;RUB;;Пополнения;;Дмитрий Г.;0;0;500
20.04.2022 15:33;20.04.2022;*8125;OK;-557,5;RUB;-557,5;RUB;;НКО;8999;РНКО «Единая касса»;0;0;557,5
20.04.2022 13:47;20.04.2022;*8125;OK;-315,68;RUB;-315,68;RUB;3;Супермаркеты;5411;SPAR;3;0;315,68
19.04.2022 20:09;19.04.2022;*8125;OK;600;RUB;600;RUB;;Переводы;;Дарья Ю.;0;0;600
19.04.2022 20:09;19.04.2022;*8125;OK;-1168,52;RUB;-1168,52;RUB;11;Фастфуд;5814;Tastyfood;11;0;1168,52
19.04.2022 14:05;19.04.2022;*8125;OK;-296,46;RUB;-296,46;RUB;2;Супермаркеты;5411;SPAR;2;0;296,46
19.04.2022 10:18;19.04.2022;*8125;OK;-270,56;RUB;-270,56;RUB;2;Фастфуд;5814;Ля Фантази;2;0;270,56
19.04.2022 9:56;20.04.2022;*8125;OK;-42;RUB;-42;RUB;;Местный транспорт;4111;Московско-Тверская пригородная пассажирская компания;0;0;42
18.04.2022 21:07;18.04.2022;;OK;-500;RUB;-500;RUB;;Переводы;;Иван М.;0;0;500
18.04.2022 21:06;18.04.2022;;FAILED;-500;RUB;-500;RUB;;;;Иван М.;0;0;500
18.04.2022 19:23;18.04.2022;*8125;OK;-258;RUB;-258;RUB;2;Супермаркеты;5499;OOO Marfino Prod;2;0;258
18.04.2022 13:32;18.04.2022;*8125;OK;-243,74;RUB;-243,74;RUB;2;Супермаркеты;5411;SPAR;2;0;243,74
18.04.2022 9:43;18.04.2022;*8125;OK;-189;RUB;-189;RUB;1;Фастфуд;5814;Ля Фантази;1;0;189
17.04.2022 17:45;17.04.2022;*8125;OK;1400;RUB;1400;RUB;;Переводы;;Дарья Ю.;0;0;1400
17.04.2022 17:44;17.04.2022;*8125;OK;-2800;RUB;-2800;RUB;28;Рестораны;5812;Yumbaker Home;28;0;2800
